Season,DayNum,TeamA,TeamB,ScoreA,ScoreB,Target,SeedA,SeedB,TemDuasSeeds,SeedDif,WinRateDiff,Pred,Categoria
2021,138,1140,1417,62,73,-11,6,11,True,-5,0.1061538461538461,4.728932,M
2021,138,1179,1425,56,72,-16,11,6,True,5,0.0932311621966794,-3.501852,M
2021,139,1116,1403,68,66,2,3,6,True,-3,0.156084656084656,2.9760725,M
2021,139,1124,1458,76,63,13,1,9,True,-8,0.3304597701149425,9.788644,M
2021,139,1222,1353,63,60,3,2,10,True,-8,0.3076923076923077,9.788644,M
2021,139,1228,1260,58,71,-13,1,8,True,-7,-0.053050397877984,5.5575914,M
2021,139,1196,1331,78,81,-3,7,15,True,-8,0.0434782608695653,6.2346635,M
2021,139,1329,1333,70,80,-10,4,12,True,-8,0.1428571428571429,6.7481184,M
2021,139,1393,1452,75,72,3,11,3,True,8,-0.0266666666666666,-6.2737746,M
2021,139,1317,1437,61,84,-23,13,5,True,8,-0.0872727272727272,-6.2737746,M
2021,140,1104,1268,96,77,19,2,10,True,-8,0.2642857142857143,9.788644,M
2021,140,1166,1325,72,58,14,5,13,True,-8,0.0324675324675325,6.2346635,M
2021,140,1160,1199,53,71,-18,5,4,True,1,0.0060606060606059,-1.423612,M
2021,140,1211,1328,87,71,16,1,8,True,-7,0.4,9.111573,M
2021,140,1261,1276,78,86,-8,8,1,True,7,-0.1666666666666667,-4.6743493,M
2021,140,1234,1332,80,95,-15,2,7,True,-5,-0.0450928381962865,4.525042,M
2021,140,1101,1417,47,67,-20,14,11,True,3,0.1722408026755852,-2.8562129,M
2021,140,1242,1425,51,85,-34,3,6,True,-3,-0.0549169859514686,2.4626164,M
2021,145,1116,1331,72,70,2,3,15,True,-12,0.2204968944099379,13.118432,M
2021,145,1124,1437,62,51,11,1,5,True,-4,0.1893939393939393,8.027138,M
2021,145,1222,1393,62,46,16,2,11,True,-9,0.2446153846153845,9.788644,M
2021,145,1260,1333,58,65,-7,8,12,True,-4,0.2747252747252747,8.07903,M
2021,146,1166,1211,65,83,-18,5,1,True,4,-0.2857142857142857,-4.6246595,M
2021,146,1199,1276,58,76,-18,4,1,True,3,-0.106060606060606,-3.411958,M
2021,146,1104,1417,78,88,-10,2,11,True,-9,0.1461538461538462,6.7481184,M
2021,146,1332,1425,68,82,-14,7,6,True,1,0.0106100795755968,-1.423612,M
2021,147,1116,1124,72,81,-9,3,1,True,2,-0.1309523809523809,-3.3280356,M
2021,147,1222,1333,67,61,6,2,12,True,-10,0.3131868131868132,9.788644,M
2021,148,1211,1425,85,66,19,1,6,True,-5,0.2413793103448276,8.07903,M
2021,148,1276,1417,49,51,-2,1,11,True,-10,0.1794871794871795,6.7481184,M
2021,152,1124,1222,78,59,19,1,2,True,-1,0.032051282051282,0.3921606,M
2021,152,1211,1417,93,90,3,1,11,True,-10,0.3461538461538461,9.788644,M
2021,154,1124,1211,86,70,16,1,1,True,0,-0.0833333333333333,-1.1085666,M
2021,139,3124,3238,101,52,49,2,15,True,-13,0.1433172302737519,25.03362,W
2021,139,3163,3219,102,59,43,1,16,True,-15,0.1907692307692307,32.421257,W
2021,139,3210,3372,54,52,2,5,12,True,-7,-0.2644927536231883,6.8999596,W
2021,139,3141,3234,72,87,-15,12,5,True,7,0.0256410256410256,-8.116337,W
2021,139,3226,3246,63,71,-8,13,4,True,9,0.1949999999999999,-12.506964,W
2021,139,3195,3276,66,87,-21,11,6,True,5,0.1862348178137652,-3.7171686,W
2021,139,3299,3301,58,79,-21,16,1,True,15,-0.0424242424242423,-21.150427,W
2021,139,3329,3448,84,61,23,8,9,True,-1,0.1923076923076923,5.1140347,W
2021,139,3199,3333,59,83,-24,9,8,True,1,-0.0326797385620915,-0.79840577,W
2021,139,3273,3376,53,79,-26,16,1,True,15,-0.0961538461538461,-22.47976,W
2021,139,3378,3450,57,53,4,8,9,True,-1,0.3354037267080745,7.8871946,W
2021,139,3390,3430,87,44,43,1,16,True,-15,0.2592592592592593,35.19443,W
2021,139,3355,3393,55,72,-17,9,8,True,1,0.2559523809523809,3.282515,W
2021,139,3292,3397,62,87,-25,14,3,True,11,0.0126811594202899,-18.580484,W
2021,139,3266,3439,63,70,-7,10,7,True,3,0.1513043478260869,-3.201887,W
2021,139,3250,3452,53,77,-24,13,4,True,9,-0.1349206349206348,-16.752913,W
2021,140,3104,3314,80,71,9,7,10,True,-3,0.0747826086956522,7.6639795,W
2021,140,3112,3392,79,44,35,3,14,True,-11,0.0119047619047618,19.351921,W
2021,140,3125,3211,64,59,5,12,5,True,7,-0.0846153846153845,-9.589754,W
2021,140,3140,3353,69,66,3,11,6,True,5,0.0048309178743961,-4.8808513,W
2021,140,3180,3208,53,67,-14,14,3,True,11,-0.1328671328671329,-21.66274,W
2021,140,3231,3433,63,32,31,4,13,True,-9,0.1826086956521739,14.07749,W
2021,140,3235,3277,79,75,4,7,10,True,-3,-0.0367892976588628,7.5199003,W
2021,140,3257,3265,74,43,31,2,15,True,-13,0.0274725274725274,24.651556,W
2021,140,3268,3291,98,45,53,2,15,True,-13,0.1958041958041958,25.91502,W
2021,140,3283,3413,70,51,19,5,12,True,-7,0.0424242424242423,11.969822,W
2021,140,3321,3416,62,51,11,7,10,True,-3,-0.1478260869565217,4.5817184,W
2021,140,3332,3377,67,47,20,6,11,True,-5,-0.1635610766045548,4.9140325,W
2021,140,3133,3400,62,81,-19,11,6,True,5,-0.074074074074074,-6.1741657,W
2021,140,3401,3407,84,80,4,2,15,True,-13,0.12,25.03362,W
2021,140,3417,3461,69,48,21,3,14,True,-11,0.1532091097308487,19.733986,W
2021,140,3116,3460,62,66,-4,4,13,True,-9,-0.0162962962962962,13.551347,W
2021,141,3124,3439,90,48,42,2,7,True,-5,0.3172302737520128,11.933136,W
2021,141,3163,3393,83,47,36,1,8,True,-7,0.3409523809523809,15.906662,W
2021,141,3210,3452,73,56,17,5,4,True,1,-0.1256038647342995,-3.7365885,W
2021,141,3234,3246,86,72,14,5,4,True,1,-0.0133333333333334,-0.79840577,W
2021,141,3276,3397,70,55,15,6,3,True,3,0.0411899313501143,-3.5839517,W
2021,141,3301,3378,79,67,12,1,8,True,-7,0.0519480519480519,11.969822,W
2021,141,3333,3376,42,59,-17,8,1,True,7,-0.257918552036199,-13.186194,W
2021,141,3329,3390,62,73,-11,8,1,True,7,-0.2336182336182336,-13.186194,W
2021,142,3112,3140,52,46,6,3,11,True,-8,-0.020703933747412,12.01406,W
2021,142,3125,3231,48,70,-22,12,4,True,8,0.017391304347826,-10.595079,W
2021,142,3257,3321,62,53,9,2,7,True,-5,0.2324414715719063,11.843061,W
2021,142,3104,3268,64,100,-36,7,2,True,5,-0.2830769230769231,-9.950704,W
2021,142,3283,3460,64,39,25,5,13,True,-8,0.1890909090909091,13.321821,W
2021,142,3208,3332,50,57,-7,3,6,True,-3,0.1501831501831502,8.046045,W
2021,142,3400,3417,71,62,9,6,3,True,3,-0.0952380952380952,-5.0573697,W
2021,142,3235,3401,82,84,-2,7,2,True,5,-0.3046153846153846,-9.950704,W
2021,145,3112,3401,74,59,15,3,2,True,1,-0.1580952380952381,-3.7365885,W
2021,145,3124,3276,78,75,3,2,6,True,-4,0.189083820662768,9.159978,W
2021,145,3163,3234,92,72,20,1,5,True,-4,0.2933333333333333,11.933136,W
2021,145,3231,3301,73,70,3,4,1,True,3,-0.1264822134387351,-6.666214,W
2021,146,3257,3332,60,42,18,2,6,True,-4,0.2655677655677655,11.933136,W
2021,146,3210,3376,65,76,-11,5,1,True,4,-0.1939799331103678,-8.100304,W
2021,146,3283,3390,62,89,-27,5,1,True,4,-0.0168350168350168,-5.0249305,W
2021,146,3268,3400,61,64,-3,2,6,True,-4,0.2564102564102565,11.933136,W
2021,147,3112,3231,66,53,13,3,4,True,-1,-0.020703933747412,3.8062706,W
2021,147,3124,3163,67,69,-2,2,1,True,1,-0.034074074074074,-0.79840577,W
2021,148,3376,3400,62,34,28,1,6,True,-5,0.1794871794871795,8.378363,W
2021,148,3257,3390,63,78,-15,2,1,True,1,-0.0413105413105413,-0.79840577,W
2021,151,3112,3163,69,59,10,3,1,True,2,-0.1980952380952381,-7.292634,W
2021,151,3376,3390,65,66,-1,1,1,True,0,-0.0797720797720797,2.1600368,W
2021,153,3112,3390,53,54,-1,3,1,True,2,-0.164021164021164,-6.666214,W
2022,134,1231,1461,66,58,8,12,12,True,0,-0.1439393939393939,-1.3441055,M
2022,134,1394,1411,67,76,-9,16,16,True,0,0.0333333333333333,-1.1126333,M
2022,135,1323,1353,89,87,2,11,11,True,0,0.096774193548387,-1.1126333,M
2022,135,1136,1460,82,93,-11,16,16,True,0,0.0939393939393938,-1.1126333,M
2022,136,1116,1436,75,71,4,4,13,True,-9,-0.0861742424242424,6.0956035,M
2022,136,1124,1313,85,49,36,1,16,True,-15,0.0347222222222222,18.586212,M
2022,136,1166,1361,72,69,3,9,8,True,1,-0.0752688172043011,-1.5706335,M
2022,136,1209,1211,72,93,-21,16,1,True,15,-0.296551724137931,-17.266756,M
2022,136,1242,1411,83,56,27,1,16,True,-15,0.2235294117647058,22.029018,M
2022,136,1129,1272,53,64,-11,8,9,True,-1,0.1104594330400782,0.6673127,M
2022,136,1161,1276,63,75,-12,6,11,True,-5,0.2791991101223582,7.7724056,M
2022,136,1293,1362,92,87,5,7,10,True,-3,0.2122844827586206,5.5883794,M
2022,136,1163,1308,63,70,-7,5,12,True,-7,-0.0743534482758621,5.6901264,M
2022,136,1266,1314,63,95,-32,9,8,True,1,-0.1143695014662756,-1.7562125,M
2022,136,1344,1355,66,57,9,4,13,True,-9,-0.0416666666666666,6.0956035,M
2022,136,1234,1350,63,67,-4,5,12,True,-7,0.0857142857142857,5.6901264,M
2022,136,1231,1388,53,82,-29,12,5,True,7,-0.1681329423264906,-4.593798,M
2022,136,1246,1389,79,85,-6,2,15,True,-13,0.167189132706374,13.440446,M
2022,136,1255,1397,56,88,-32,14,3,True,11,-0.0021645021645021,-10.9509,M
2022,136,1103,1417,53,57,-4,13,4,True,9,-0.0715725806451612,-9.700856,M
2022,137,1112,1460,87,70,17,1,16,True,-15,0.3057040998217468,22.029018,M
2022,137,1120,1240,80,61,19,2,15,True,-13,0.1885775862068965,14.440426,M
2022,137,1168,1181,61,78,-17,15,2,True,13,-0.1683569979716024,-15.596639,M
2022,137,1222,1412,82,68,14,5,12,True,-7,0.0716911764705882,5.6901264,M
2022,137,1151,1228,53,54,-1,13,4,True,9,0.0715725806451612,-9.700856,M
2022,137,1235,1261,59,54,5,11,6,True,5,-0.0416666666666666,-3.6005857,M
2022,137,1274,1425,68,66,2,10,7,True,3,-0.0909090909090908,-3.5123267,M
2022,137,1172,1277,73,74,-1,10,7,True,3,0.1654411764705882,-3.3065012,M
2022,137,1104,1323,64,78,-14,6,11,True,-5,-0.0836693548387096,4.329608,M
2022,137,1260,1326,41,54,-13,10,7,True,3,0.1408602150537634,-3.3065012,M
2022,137,1345,1463,78,56,22,3,14,True,-11,0.1734279918864096,9.701067,M
2022,137,1371,1395,42,69,-27,8,9,True,-1,0.0416666666666666,0.5643338,M
2022,137,1400,1439,81,73,8,6,11,True,-5,-0.0008928571428571,4.329608,M
2022,137,1286,1403,62,97,-35,14,3,True,11,0.0459558823529411,-10.9509,M
2022,137,1174,1437,60,80,-20,15,2,True,13,-0.1515151515151515,-15.596639,M
2022,137,1159,1458,60,67,-7,14,3,True,11,-0.1075268817204301,-10.995415,M
2022,138,1116,1308,53,48,5,4,12,True,-8,-0.0355276907001045,6.0956035,M
2022,138,1211,1272,82,78,4,1,9,True,-8,0.2191323692992214,9.538407,M
2022,138,1166,1242,72,79,-7,9,1,True,8,-0.1568627450980392,-6.5860205,M
2022,138,1276,1397,76,68,8,11,3,True,8,-0.2394916911045943,-7.417225,M
2022,138,1124,1314,86,93,-7,1,8,True,-7,0.0852272727272727,5.6901264,M
2022,138,1344,1350,79,51,28,4,12,True,-8,0.1761904761904762,6.5158453,M
2022,138,1293,1389,60,70,-10,7,15,True,-8,0.3103448275862068,9.538407,M
2022,138,1388,1417,56,72,-16,5,4,True,1,-0.0070564516129032,-1.5706335,M
2022,139,1112,1395,85,80,5,1,9,True,-8,0.2867647058823529,9.538407,M
2022,139,1181,1277,85,76,9,2,7,True,-5,0.176470588235294,4.7498507,M
2022,139,1222,1228,68,53,15,5,4,True,1,0.1432637571157494,-1.3648082,M
2022,139,1235,1458,54,49,5,11,3,True,8,-0.1491935483870967,-6.5860205,M
2022,139,1120,1274,61,79,-18,2,10,True,-8,0.1467803030303029,6.301428,M
2022,139,1345,1400,81,71,10,3,6,True,-3,0.1378676470588234,2.3514054,M
2022,139,1323,1403,53,59,-6,11,3,True,8,-0.0578747628083492,-6.354549,M
2022,139,1326,1437,61,71,-10,7,2,True,5,-0.1545454545454545,-3.8320572,M
2022,143,1116,1211,74,68,6,4,1,True,3,-0.1389759665621734,-3.7437983,M
2022,143,1181,1403,78,73,5,2,3,True,-1,0.0882352941176469,0.5643338,M
2022,143,1112,1222,60,72,-12,1,5,True,-4,0.0588235294117647,4.329608,M
2022,143,1276,1437,55,63,-8,11,2,True,9,-0.2394916911045943,-10.763535,M
2022,144,1242,1344,66,61,5,1,4,True,-3,-0.0098039215686275,2.1455798,M
2022,144,1235,1274,56,70,-14,11,10,True,1,-0.071969696969697,-1.5706335,M
2022,144,1314,1417,73,66,7,8,4,True,4,-0.0539772727272727,-3.5123267,M
2022,144,1345,1389,64,67,-3,3,15,True,-12,0.1734279918864096,9.701067,M
2022,145,1116,1181,69,78,-9,4,2,True,2,-0.0659536541889482,-3.3003283,M
2022,145,1222,1437,44,50,-6,5,2,True,3,0.0650623885918003,-3.5123267,M
2022,146,1242,1274,76,50,26,1,10,True,-9,0.1265597147950088,6.301428,M
2022,146,1314,1389,69,49,20,8,15,True,-7,0.1065830721003134,5.7931046,M
2022,152,1242,1437,81,65,16,1,2,True,-1,0.035650623885918,0.5643338,M
2022,152,1181,1314,77,81,-4,2,8,True,-6,0.0962566844919785,4.4315143,M
2022,154,1242,1314,72,69,3,1,8,True,-7,0.0962566844919785,5.6901264,M
2022,135,3173,3177,88,57,31,11,11,True,0,0.1458333333333333,3.9107785,W
2022,135,3224,3230,55,51,4,16,16,True,0,0.2711640211640212,7.419069,W
2022,136,3255,3291,74,70,4,16,16,True,0,0.1177884615384615,3.9107785,W
2022,136,3199,3283,50,61,-11,11,11,True,0,-0.2,0.8466028,W
2022,137,3124,3218,89,49,40,2,15,True,-13,0.128526645768025,25.628078,W
2022,137,3160,3166,74,84,-10,7,10,True,-3,0.0436781609195401,7.603241,W
2022,137,3195,3439,84,81,3,12,5,True,7,0.2098214285714286,-4.986232,W
2022,137,3173,3208,54,70,-16,11,6,True,5,0.1436781609195402,-5.214546,W
2022,137,3211,3304,68,55,13,9,8,True,1,0.0625,-0.77665365,W
2022,137,3229,3234,58,98,-40,15,2,True,13,-0.1860215053763441,-23.364,W
2022,137,3235,3426,78,71,7,3,14,True,-11,0.0717592592592593,19.781178,W
2022,137,3210,3242,58,77,-19,9,8,True,1,-0.0122358175750835,-1.326451,W
2022,137,3107,3257,51,83,-32,16,1,True,15,-0.1523915461624025,-23.364,W
2022,137,3174,3268,71,102,-31,13,4,True,9,0.0425287356321839,-13.730695,W
2022,137,3274,3378,78,66,12,8,9,True,-1,-0.125,1.5883616,W
2022,137,3224,3376,21,79,-58,16,1,True,15,-0.2569124423963133,-25.905785,W
2022,137,3279,3377,61,75,-14,7,10,True,-3,-0.0967741935483871,6.0556383,W
2022,137,3286,3390,37,78,-41,16,1,True,15,-0.2782258064516129,-25.905785,W
2022,137,3193,3400,52,70,-18,15,2,True,13,-0.0060483870967742,-20.79978,W
2022,137,3116,3428,69,92,-23,10,7,True,3,-0.064516129032258,-4.6388416,W
2022,138,3112,3424,72,67,5,4,13,True,-9,-0.0717592592592593,12.115122,W
2022,138,3125,3332,73,70,3,12,5,True,7,0.125287356321839,-7.655651,W
2022,138,3163,3273,83,38,45,2,15,True,-13,0.0402298850574712,25.265625,W
2022,138,3150,3231,51,85,-34,14,3,True,11,-0.0236559139784945,-19.075615,W
2022,138,3243,3450,50,40,10,9,8,True,1,-0.0422691879866518,-1.326451,W
2022,138,3238,3261,77,83,-6,14,3,True,11,-0.0402298850574712,-19.075615,W
2022,138,3110,3276,39,74,-35,14,3,True,11,-0.0437788018433179,-19.075615,W
2022,138,3255,3301,68,96,-28,16,1,True,15,-0.25,-25.905785,W
2022,138,3314,3372,79,66,13,5,12,True,-7,-0.0735632183908046,10.63934,W
2022,138,3269,3323,78,89,-11,12,5,True,7,0.0791666666666667,-8.0181,W
2022,138,3283,3326,56,63,-7,11,6,True,5,-0.0264367816091953,-6.126793,W
2022,138,3237,3328,72,78,-6,13,4,True,9,0.1071428571428571,-13.506049,W
2022,138,3246,3343,62,69,-7,6,11,True,-5,-0.2185185185185185,3.5473952,W
2022,138,3138,3397,67,80,-13,13,4,True,9,0.0156402737047898,-13.730695,W
2022,138,3196,3416,52,69,-17,10,7,True,3,-0.2154377880184332,-8.265653,W
2022,138,3140,3437,57,61,-4,6,11,True,-5,0.1546162402669633,9.015855,W
2022,139,3166,3234,64,62,2,10,2,True,8,-0.0770114942528735,-12.453018,W
2022,139,3208,3235,44,67,-23,6,3,True,3,-0.1228448275862068,-5.7238674,W
2022,139,3211,3257,59,68,-9,9,1,True,8,-0.0495689655172413,-11.582052,W
2022,139,3195,3268,65,89,-24,12,4,True,8,0.2044334975369458,-7.873548,W
2022,139,3274,3376,33,49,-16,8,1,True,7,-0.3104838709677419,-13.124109,W
2022,139,3124,3377,47,61,-14,2,10,True,-8,-0.0205278592375366,11.754392,W
2022,139,3242,3390,65,91,-26,8,1,True,7,-0.2135706340378197,-13.124109,W
2022,139,3400,3428,78,56,22,2,7,True,-5,0.1673387096774193,9.015855,W
2022,140,3163,3416,52,47,5,2,7,True,-5,-0.0595238095238095,7.1742063,W
2022,140,3231,3343,56,55,1,3,11,True,-8,-0.1185185185185185,9.739964,W
2022,140,3276,3437,64,49,15,3,11,True,-8,0.0437788018433179,12.304187,W
2022,140,3243,3301,57,89,-32,9,1,True,8,-0.2933467741935484,-16.011425,W
2022,140,3112,3314,45,63,-18,4,5,True,-1,-0.0523627075351214,3.4759538,W
2022,140,3323,3328,108,64,44,5,4,True,1,-0.0166666666666667,-1.326451,W
2022,140,3261,3326,64,79,-15,3,6,True,-3,0.0402298850574712,7.603241,W
2022,140,3125,3397,67,70,-3,12,4,True,8,0.0166852057842046,-10.905418,W
2022,144,3166,3235,76,68,8,10,3,True,7,-0.1228448275862068,-10.582324,W
2022,144,3314,3376,61,69,-8,5,1,True,4,-0.1423804226918797,-8.141222,W
2022,144,3268,3390,66,72,-6,4,1,True,3,-0.1790878754171301,-5.7238674,W
2022,144,3326,3400,63,66,-3,6,2,True,4,-0.0193965517241379,-6.126793,W
2022,145,3163,3231,75,58,17,2,3,True,-1,0.1,4.3772326,W
2022,145,3257,3397,76,64,12,1,4,True,-3,0.1201334816462735,7.9656906,W
2022,145,3276,3377,52,49,3,3,10,True,-7,-0.0529953917050691,11.441903,W
2022,145,3301,3323,66,63,3,1,5,True,-4,0.1729166666666667,9.015855,W
2022,146,3166,3376,50,80,-30,10,1,True,9,-0.2458286985539487,-18.836699,W
2022,146,3390,3400,59,50,9,1,2,True,-1,0.0907258064516128,4.3772326,W
2022,147,3163,3301,91,87,4,2,1,True,1,-0.0729166666666666,-2.2558515,W
2022,147,3257,3276,62,50,12,1,3,True,-2,0.0763546798029556,7.603241,W
2022,151,3163,3390,63,58,5,2,1,True,1,-0.0698924731182795,-2.2558515,W
2022,151,3257,3376,59,72,-13,1,1,True,0,-0.0734149054505005,2.0691297,W
2022,153,3163,3376,49,64,-15,2,1,True,1,-0.1021505376344085,-2.3242548,W
2023,134,1280,1338,59,60,-1,11,11,True,0,-0.0303030303030302,-1.0930947,M
2023,134,1369,1394,71,75,-4,16,16,True,0,-0.1400208986415883,-1.1719928,M
2023,135,1113,1305,98,73,25,11,11,True,0,-0.0303605313092978,-1.0930947,M
2023,135,1192,1411,84,61,23,16,16,True,0,0.15625,-0.80491847,M
2023,136,1104,1394,96,75,21,1,16,True,-15,0.1977687626774847,22.01162,M
2023,136,1116,1228,73,63,10,8,9,True,-1,-0.0189393939393939,0.44799033,M
2023,136,1120,1234,83,75,8,9,8,True,1,0.03125,-1.8189274,M
2023,136,1181,1331,74,51,23,5,12,True,-7,-0.1019607843137255,5.5388436,M
2023,136,1202,1438,68,67,1,13,4,True,9,-0.0070564516129032,-9.51202,M
2023,136,1222,1297,63,52,11,1,16,True,-15,0.2867647058823529,22.05925,M
2023,136,1224,1242,68,96,-28,16,1,True,15,-0.1812144212523718,-16.220503,M
2023,136,1268,1452,67,65,2,8,9,True,-1,0.0606060606060605,0.44799033,M
2023,136,1281,1429,76,65,11,7,10,True,-3,-0.0303030303030302,2.2885132,M
2023,136,1129,1321,67,75,-8,10,7,True,3,0.0625,-3.4961183,M
2023,136,1336,1401,76,59,17,10,7,True,3,-0.1067226890756303,-3.4961183,M
2023,136,1112,1343,55,59,-4,2,15,True,-13,0.1198257080610021,13.302711,M
2023,136,1158,1361,57,63,-6,12,5,True,7,0.096590909090909,-4.515442,M
2023,136,1397,1418,58,55,3,4,13,True,-9,-0.0696969696969697,6.0361786,M
2023,136,1159,1400,61,81,-20,15,2,True,13,-0.0071301247771835,-15.397732,M
2023,136,1417,1421,86,53,33,2,15,True,-13,0.0716911764705882,13.014536,M
2023,137,1124,1364,74,56,18,3,14,True,-11,-0.09375,9.447719,M
2023,137,1163,1233,87,63,24,4,13,True,-9,-0.0365418894830659,6.0361786,M
2023,137,1166,1301,72,63,9,6,11,True,-5,-0.0606060606060606,4.045203,M
2023,137,1192,1345,63,58,5,16,1,True,15,-0.3216911764705882,-17.36746,M
2023,137,1194,1272,66,65,1,9,8,True,1,0.1415441176470588,-1.5307516,M
2023,137,1211,1213,82,70,12,3,14,True,-11,0.1875,10.62105,M
2023,137,1231,1245,71,60,11,4,13,True,-9,-0.1458333333333333,5.95728,M
2023,137,1243,1286,77,65,12,3,14,True,-11,0.0,9.447719,M
2023,137,1246,1344,61,53,8,6,11,True,-5,0.0,4.045203,M
2023,137,1266,1436,78,61,17,2,15,True,-13,0.1360294117647058,13.302711,M
2023,137,1179,1274,56,63,-7,12,5,True,7,0.0066287878787878,-4.555877,M
2023,137,1277,1425,72,62,10,7,10,True,-3,-0.0745967741935483,2.2885132,M
2023,137,1235,1338,41,59,-18,6,11,True,-5,-0.0729166666666666,4.045203,M
2023,137,1388,1433,63,51,12,5,12,True,-7,-0.0128676470588234,5.5388436,M
2023,137,1113,1395,70,72,-2,11,6,True,5,0.0106951871657754,-3.551755,M
2023,137,1244,1462,67,72,-5,14,3,True,11,0.0066413662239088,-11.366299,M
2023,138,1104,1268,73,51,22,1,8,True,-7,0.2165775401069518,8.788707,M
2023,138,1116,1242,72,71,1,8,1,True,7,-0.1880570409982174,-4.692079,M
2023,138,1120,1222,64,81,-17,9,1,True,8,-0.2867647058823529,-7.3625255,M
2023,138,1281,1343,63,78,-15,7,15,True,-8,0.0235690235690235,6.0361786,M
2023,138,1202,1361,52,75,-23,13,5,True,8,-0.0383064516129032,-6.0793686,M
2023,138,1181,1397,52,65,-13,5,4,True,1,0.0677361853832441,-1.8189274,M
2023,138,1336,1400,66,71,-5,10,2,True,8,-0.1361344537815125,-6.158267,M
2023,138,1321,1417,63,68,-5,7,2,True,5,-0.1966911764705882,-3.6879568,M
2023,139,1163,1388,70,55,15,4,5,True,-1,-0.0236742424242424,0.44799033,M
2023,139,1124,1166,76,85,-9,3,6,True,-3,0.0511363636363636,2.2885132,M
2023,139,1192,1194,70,78,-8,16,9,True,7,-0.375,-5.839034,M
2023,139,1211,1395,84,81,3,3,6,True,-3,0.2073863636363636,5.5383806,M
2023,139,1243,1246,75,69,6,3,6,True,-3,0.0625,2.2885132,M
2023,139,1231,1274,69,85,-16,4,5,True,-1,-0.1145833333333333,0.36909214,M
2023,139,1266,1277,60,69,-9,2,7,True,-5,0.2106261859582542,7.2950716,M
2023,139,1338,1462,73,84,-11,11,3,True,8,-0.0686274509803922,-6.0793686,M
2023,143,1116,1163,65,88,-23,8,4,True,4,-0.1515151515151515,-3.5750165,M
2023,143,1194,1397,62,55,7,9,4,True,5,0.2092803030303029,-0.30188754,M
2023,143,1211,1417,79,76,3,3,2,True,1,-0.0091911764705882,-1.8189274,M
2023,143,1243,1277,98,93,5,3,7,True,-4,0.1058467741935483,4.0856385,M
2023,144,1166,1343,86,75,11,6,15,True,-9,-0.0673400673400673,6.0361786,M
2023,144,1222,1274,75,89,-14,1,5,True,-4,0.1305147058823529,4.3333797,M
