Season,DayNum,TeamA,TeamB,ScoreA,ScoreB,Target,SeedA,SeedB,TemDuasSeeds,SeedDif,WinRateDiff,Pred,Categoria
2022,137,1235,1261,59,54,5,11,6,True,5,-0.0416666666666666,-5.804593166335218,M
2022,137,1274,1425,68,66,2,10,7,True,3,-0.0909090909090908,-4.219421779320571,M
2022,137,1172,1277,73,74,-1,10,7,True,3,0.1654411764705882,-1.4857081775633147,M
2022,137,1104,1323,64,78,-14,6,11,True,-5,-0.0836693548387096,4.298948662204417,M
2022,137,1260,1326,41,54,-13,10,7,True,3,0.1408602150537634,-1.747839008384406,M
2022,137,1345,1463,78,56,22,3,14,True,-11,0.1734279918864096,13.371503643354544,M
2022,137,1371,1395,42,69,-27,8,9,True,-1,0.0416666666666666,1.414946205506007,M
2022,137,1400,1439,81,73,8,6,11,True,-5,-0.0008928571428571,5.181675409361763,M
2022,137,1286,1403,62,97,-35,14,3,True,11,0.0459558823529411,-11.201062776378745,M
2022,137,1174,1437,60,80,-20,15,2,True,13,-0.1515151515151515,-15.417181043485284,M
2022,137,1159,1458,60,67,-7,14,3,True,11,-0.1075268817204301,-12.83779958992472,M
2022,138,1116,1308,53,48,5,4,12,True,-8,-0.0355276907001045,7.977767578466441,M
2022,138,1211,1272,82,78,4,1,9,True,-8,0.2191323692992214,10.693456845969276,M
2022,138,1166,1242,72,79,-7,9,1,True,8,-0.1568627450980392,-10.19847887883549,M
2022,138,1276,1397,76,68,8,11,3,True,8,-0.2394916911045943,-11.07963213802999,M
2022,138,1124,1314,86,93,-7,1,8,True,-7,0.0852272727272727,8.210350090242782,M
2022,138,1344,1350,79,51,28,4,12,True,-8,0.1761904761904762,10.235525444233245,M
2022,138,1293,1389,60,70,-10,7,15,True,-8,0.3103448275862068,11.666144490954403,M
2022,138,1388,1417,56,72,-16,5,4,True,1,-0.0070564516129032,-1.2149275679479437,M
2022,139,1112,1395,85,80,5,1,9,True,-8,0.2867647058823529,11.414686592775412,M
2022,139,1181,1277,85,76,9,2,7,True,-5,0.176470588235294,7.073075282047119,M
2022,139,1222,1228,68,53,15,5,4,True,1,0.1432637571157494,0.3880838250999827,M
2022,139,1235,1458,54,49,5,11,3,True,8,-0.1491935483870967,-10.116694734127718,M
2022,139,1120,1274,61,79,-18,2,10,True,-8,0.1467803030303029,9.921896005809748,M
2022,139,1345,1400,81,71,10,3,6,True,-3,0.1378676470588234,4.551122854186929,M
2022,139,1323,1403,53,59,-6,11,3,True,8,-0.0578747628083492,-9.142873217246532,M
2022,139,1326,1437,61,71,-10,7,2,True,5,-0.1545454545454545,-7.008330072593564,M
2022,143,1116,1211,74,68,6,4,1,True,3,-0.1389759665621734,-4.7320058819624045,M
2022,143,1181,1403,78,73,5,2,3,True,-1,0.0882352941176469,1.9115530223397887,M
2022,143,1112,1222,60,72,-12,1,5,True,-4,0.0588235294117647,4.763343882566734,M
2022,143,1276,1437,55,63,-8,11,2,True,9,-0.2394916911045943,-12.134777894982925,M
2022,144,1242,1344,66,61,5,1,4,True,-3,-0.0098039215686275,2.9763565008061184,M
2022,144,1235,1274,56,70,-14,11,10,True,1,-0.071969696969697,-1.9071609858411525,M
2022,144,1314,1417,73,66,7,8,4,True,4,-0.0539772727272727,-4.88072744110509,M
2022,144,1345,1389,64,67,-3,3,15,True,-12,0.1734279918864096,14.42664940030748,M
2022,145,1116,1181,69,78,-9,4,2,True,2,-0.0659536541889482,-2.898151795164843,M
2022,145,1222,1437,44,50,-6,5,2,True,3,0.0650623885918003,-2.5561453593031183,M
2022,146,1242,1274,76,50,26,1,10,True,-9,0.1265597147950088,10.761409855453278,M
2022,146,1314,1389,69,49,20,8,15,True,-7,0.1065830721003134,8.438087864106748,M
2022,152,1242,1437,81,65,16,1,2,True,-1,0.035650623885918,1.3507912578767625,M
2022,152,1181,1314,77,81,-4,2,8,True,-6,0.0962566844919785,7.272821737276795,M
2022,154,1242,1314,72,69,3,1,8,True,-7,0.0962566844919785,8.32796749422973,M
2022,135,3173,3177,88,57,31,11,11,True,0,0.1458333333333333,4.262922834336528,W
2022,135,3224,3230,55,51,4,16,16,True,0,0.2711640211640212,7.000751375927485,W
2022,136,3255,3291,74,70,4,16,16,True,0,0.1177884615384615,3.650287160071452,W
2022,136,3199,3283,50,61,-11,11,11,True,0,-0.2,-3.2917502231722384,W
2022,137,3124,3218,89,49,40,2,15,True,-13,0.128526645768025,27.627460136954383,W
2022,137,3160,3166,74,84,-10,7,10,True,-3,0.0436781609195401,7.510420994166821,W
2022,137,3195,3439,84,81,3,12,5,True,7,0.2098214285714286,-7.123744036992369,W
2022,137,3173,3208,54,70,-16,11,6,True,5,0.1436781609195402,-4.915925436067735,W
2022,137,3211,3304,68,55,13,9,8,True,1,0.0625,0.6161659122114056,W
2022,137,3229,3234,58,98,-40,15,2,True,13,-0.1860215053763441,-26.72899136062333,W
2022,137,3235,3426,78,71,7,3,14,True,-11,0.0717592592592593,22.734678237326317,W
2022,137,3210,3242,58,77,-19,9,8,True,1,-0.0122358175750835,-1.0164258973270237,W
2022,137,3107,3257,51,83,-32,16,1,True,15,-0.1523915461624025,-29.647057909306888,W
2022,137,3174,3268,71,102,-31,13,4,True,9,0.0425287356321839,-14.43093332359848,W
2022,137,3274,3378,78,66,12,8,9,True,-1,-0.125,0.1729663843141193,W
2022,137,3224,3376,21,79,-58,16,1,True,15,-0.2569124423963133,-31.93029992971651,W
2022,137,3279,3377,61,75,-14,7,10,True,-3,-0.0967741935483871,4.442262098275195,W
2022,137,3286,3390,37,78,-41,16,1,True,15,-0.2782258064516129,-32.395886909552985,W
2022,137,3193,3400,52,70,-18,15,2,True,13,-0.0060483870967742,-22.797507791247405,W
2022,137,3116,3428,69,92,-23,10,7,True,3,-0.064516129032258,-5.811188370451163,W
2022,138,3112,3424,72,67,5,4,13,True,-9,-0.0717592592592593,15.946831933739304,W
2022,138,3125,3332,73,70,3,12,5,True,7,0.125287356321839,-8.970377130193738,W
2022,138,3163,3273,83,38,45,2,15,True,-13,0.0402298850574712,25.698631724794424,W
2022,138,3150,3231,51,85,-34,14,3,True,11,-0.0236559139784945,-19.52943380779953,W
2022,138,3243,3450,50,40,10,9,8,True,1,-0.0422691879866518,-1.672500001253161,W
2022,138,3238,3261,77,83,-6,14,3,True,11,-0.0402298850574712,-19.891489517003222,W
2022,138,3110,3276,39,74,-35,14,3,True,11,-0.0437788018433179,-19.969015028401905,W
2022,138,3255,3301,68,96,-28,16,1,True,15,-0.25,-31.779298747066846,W
2022,138,3314,3372,79,66,13,5,12,True,-7,-0.0735632183908046,12.254717187716132,W
2022,138,3269,3323,78,89,-11,12,5,True,7,0.0791666666666667,-9.977876112935869,W
2022,138,3283,3326,56,63,-7,11,6,True,5,-0.0264367816091953,-8.632058755590117,W
2022,138,3237,3328,72,78,-6,13,4,True,9,0.1071428571428571,-13.019448322409236,W
2022,138,3246,3343,62,69,-7,6,11,True,-5,-0.2185185185185185,5.435484622984512,W
2022,138,3138,3397,67,80,-13,13,4,True,9,0.0156402737047898,-15.018307411928314,W
2022,138,3196,3416,52,69,-17,10,7,True,3,-0.2154377880184332,-9.108047524968898,W
2022,138,3140,3437,57,61,-4,6,11,True,-5,0.1546162402669633,13.586552890020783,W
2022,139,3166,3234,64,62,2,10,2,True,8,-0.0770114942528735,-15.21591647509296,W
2022,139,3208,3235,44,67,-23,6,3,True,3,-0.1228448275862068,-7.085369326918828,W
2022,139,3211,3257,59,68,-9,9,1,True,8,-0.0495689655172413,-14.616438887230816,W
2022,139,3195,3268,65,89,-24,12,4,True,8,0.2044334975369458,-9.067796292022145,W
2022,139,3274,3376,33,49,-16,8,1,True,7,-0.3104838709677419,-18.48972888935169,W
2022,139,3124,3377,47,61,-14,2,10,True,-8,-0.0205278592375366,15.2396197795225,W
2022,139,3242,3390,65,91,-26,8,1,True,7,-0.2135706340378197,-16.37267495214558,W
2022,139,3400,3428,78,56,22,2,7,True,-5,0.1673387096774193,13.864473170156163,W
2022,140,3163,3416,52,47,5,2,7,True,-5,-0.0595238095238095,8.908698245140005,W
2022,140,3231,3343,56,55,1,3,11,True,-8,-0.1185185185185185,13.099029725862096,W
2022,140,3276,3437,64,49,15,3,11,True,-8,0.0437788018433179,16.64438835750577,W
2022,140,3243,3301,57,89,-32,9,1,True,8,-0.2933467741935484,-19.94172556643686,W
2022,140,3112,3314,45,63,-18,4,5,True,-1,-0.0523627075351214,1.7597162532918622,W
2022,140,3323,3328,108,64,44,5,4,True,1,-0.0166666666666667,-1.1132170768568668,W
2022,140,3261,3326,64,79,-15,3,6,True,-3,0.0402298850574712,7.435093967419748,W
2022,140,3125,3397,67,70,-3,12,4,True,8,0.0166852057842046,-13.16912726444931,W
2022,144,3166,3235,76,68,8,10,3,True,7,-0.1228448275862068,-14.3907844298687,W
2022,144,3314,3376,61,69,-8,5,1,True,4,-0.1423804226918797,-9.338475008219364,W
2022,144,3268,3390,66,72,-6,4,1,True,3,-0.1790878754171301,-8.313989581724956,W
2022,144,3326,3400,63,66,-3,6,2,True,4,-0.0193965517241379,-6.651912300244036,W
2022,145,3163,3231,75,58,17,2,3,True,-1,0.1,5.088054879560787,W
2022,145,3257,3397,76,64,12,1,4,True,-3,0.1201334816462735,9.180575071075095,W
2022,145,3276,3377,52,49,3,3,10,True,-7,-0.0529953917050691,12.704018024672957,W
2022,145,3301,3323,66,63,3,1,5,True,-4,0.1729166666666667,12.159968959862388,W
2022,146,3166,3376,50,80,-30,10,1,True,9,-0.2458286985539487,-20.73005468931896,W
2022,146,3390,3400,59,50,9,1,2,True,-1,0.0907258064516128,4.885461626172481,W
2022,147,3163,3301,91,87,4,2,1,True,1,-0.0729166666666666,-2.3419892006685314,W
2022,147,3257,3276,62,50,12,1,3,True,-2,0.0763546798029556,6.397880471889735,W
2022,151,3163,3390,63,58,5,2,1,True,1,-0.0698924731182795,-2.2759261832593016,W
2022,151,3257,3376,59,72,-13,1,1,True,0,-0.0734149054505005,-0.5265193703279873,W
2022,153,3163,3376,49,64,-15,2,1,True,1,-0.1021505376344085,-2.9805983689577475,W
2023,134,1280,1338,59,60,-1,11,11,True,0,-0.0303030303030302,-0.4685585071186369,M
2023,134,1369,1394,71,75,-4,16,16,True,0,-0.1400208986415883,-1.5864806197524906,M
2023,135,1113,1305,98,73,25,11,11,True,0,-0.0303605313092978,-0.4691443884101585,M
2023,135,1192,1411,84,61,23,16,16,True,0,0.15625,1.4322417992733882,M
2023,136,1104,1394,96,75,21,1,16,True,-15,0.1977687626774847,17.704698547097276,M
2023,136,1116,1228,73,63,10,8,9,True,-1,-0.0189393939393939,0.7038542511052752,M
2023,136,1120,1234,83,75,8,9,8,True,1,0.03125,-0.8980188613213007,M
2023,136,1181,1331,74,51,23,5,12,True,-7,-0.1019607843137255,6.197712003294219,M
2023,136,1202,1438,68,67,1,13,4,True,9,-0.0070564516129032,-9.741349398111932,M
2023,136,1222,1297,63,52,11,1,16,True,-15,0.2867647058823529,18.61148368929881,M
2023,136,1224,1242,68,96,-28,16,1,True,15,-0.1812144212523718,-17.855623476521203,M
2023,136,1268,1452,67,65,2,8,9,True,-1,0.0606060606060605,1.5143477827648184,M
2023,136,1281,1429,76,65,11,7,10,True,-3,-0.0303030303030302,2.7013253968418662,M
2023,136,1129,1321,67,75,-8,10,7,True,3,0.0625,-2.692866624143006,M
2023,136,1336,1401,76,59,17,10,7,True,3,-0.1067226890756303,-4.417087017244901,M
2023,136,1112,1343,55,59,-4,2,15,True,-13,0.1198257080610021,14.797276030953432,M
2023,136,1158,1361,57,63,-6,12,5,True,7,0.096590909090909,-6.572024125379111,M
2023,136,1397,1418,58,55,3,4,13,True,-9,-0.0696969696969697,8.639705931941004,M
2023,136,1159,1400,61,81,-20,15,2,True,13,-0.0071301247771835,-13.968611930464032,M
2023,136,1417,1421,86,53,33,2,15,True,-13,0.0716911764705882,14.3068303263381,M
2023,137,1124,1364,74,56,18,3,14,True,-11,-0.09375,10.507884061912858,M
2023,137,1163,1233,87,63,24,4,13,True,-9,-0.0365418894830659,8.977525084632713,M
2023,137,1166,1301,72,63,9,6,11,True,-5,-0.0606060606060606,4.505821892183327,M
2023,137,1192,1345,63,58,5,16,1,True,15,-0.3216911764705882,-19.286949780500336,M
2023,137,1194,1272,66,65,1,9,8,True,1,0.1415441176470588,0.2257746909797477,M
2023,137,1211,1213,82,70,12,3,14,True,-11,0.1875,13.37355762028053,M
2023,137,1231,1245,71,60,11,4,13,True,-9,-0.1458333333333333,7.863947837352583,M
2023,137,1243,1286,77,65,12,3,14,True,-11,0.0,11.463108581368749,M
2023,137,1246,1344,61,53,8,6,11,True,-5,0.0,5.123340773447742,M
2023,137,1266,1436,78,61,17,2,15,True,-13,0.1360294117647058,14.962376565180376,M
2023,137,1179,1274,56,63,-7,12,5,True,7,0.0066287878787878,-7.488653714755976,M
2023,137,1277,1425,72,62,10,7,10,True,-3,-0.0745967741935483,2.25001371446616,M
2023,137,1235,1338,41,59,-18,6,11,True,-5,-0.0729166666666666,4.380388369426494,M
2023,137,1388,1433,63,51,12,5,12,True,-7,-0.0128676470588234,7.105487461652956,M
2023,137,1113,1395,70,72,-2,11,6,True,5,0.0106951871657754,-5.33396498619747,M
2023,137,1244,1462,67,72,-5,14,3,True,11,0.0066413662239088,-11.715037425170792,M
2023,138,1104,1268,73,51,22,1,8,True,-7,0.2165775401069518,9.443318593939832,M
2023,138,1116,1242,72,71,1,8,1,True,7,-0.1880570409982174,-9.472319606317674,M
2023,138,1120,1222,64,81,-17,9,1,True,8,-0.2867647058823529,-11.53468604636383,M
