Season,DayNum,TeamA,TeamB,ScoreA,ScoreB,Target,SeedA,SeedB,TemDuasSeeds,SeedDif,WinRateDiff,Pred,Categoria
2021,152,1211,1417,93,90,3,1,11,True,-10,0.3461538461538461,13.135244889288796,M
2021,154,1124,1211,86,70,16,1,1,True,0,-0.0833333333333333,-1.3251261503051923,M
2021,139,3124,3238,101,52,49,2,15,True,-13,0.1433172302737519,21.14460715089642,W
2021,139,3163,3219,102,59,43,1,16,True,-15,0.1907692307692307,32.078838072987644,W
2021,139,3210,3372,54,52,2,5,12,True,-7,-0.2644927536231883,4.821402675623326,W
2021,139,3141,3234,72,87,-15,12,5,True,7,0.0256410256410256,-7.2817089820778,W
2021,139,3226,3246,63,71,-8,13,4,True,9,0.1949999999999999,-9.723446769884752,W
2021,139,3195,3276,66,87,-21,11,6,True,5,0.1862348178137652,-3.47789481319862,W
2021,139,3299,3301,58,79,-21,16,1,True,15,-0.0424242424242423,-17.47514467259576,W
2021,139,3329,3448,84,61,23,8,9,True,-1,0.1923076923076923,8.206230018610112,W
2021,139,3199,3333,59,83,-24,9,8,True,1,-0.0326797385620915,-2.0392409683063213,W
2021,139,3273,3376,53,79,-26,16,1,True,15,-0.0961538461538461,-23.55381032265642,W
2021,139,3378,3450,57,53,4,8,9,True,-1,0.3354037267080745,14.11662606776041,W
2021,139,3390,3430,87,44,43,1,16,True,-15,0.2592592592592593,39.23628629929802,W
2021,139,3355,3393,55,72,-17,9,8,True,1,0.2559523809523809,4.559025823338062,W
2021,139,3292,3397,62,87,-25,14,3,True,11,0.0126811594202899,-14.478051455732269,W
2021,139,3266,3439,63,70,-7,10,7,True,3,0.1513043478260869,-2.280434987988424,W
2021,139,3250,3452,53,77,-24,13,4,True,9,-0.1349206349206348,-16.780807157964563,W
2021,140,3104,3314,80,71,9,7,10,True,-3,0.0747826086956522,7.062688917601864,W
2021,140,3112,3392,79,44,35,3,14,True,-11,0.0119047619047618,16.66134398049693,W
2021,140,3125,3211,64,59,5,12,5,True,7,-0.0846153846153845,-9.47044170835322,W
2021,140,3140,3353,69,66,3,11,6,True,5,0.0048309178743961,-4.815163794894162,W
2021,140,3180,3208,53,67,-14,14,3,True,11,-0.1328671328671329,-21.531643908194184,W
2021,140,3231,3433,63,32,31,4,13,True,-9,0.1826086956521739,14.36431495743077,W
2021,140,3235,3277,79,75,4,7,10,True,-3,-0.0367892976588628,6.532909514077425,W
2021,140,3257,3265,74,43,31,2,15,True,-13,0.0274725274725274,19.75874605227746,W
2021,140,3268,3291,98,45,53,2,15,True,-13,0.1958041958041958,23.954741319264187,W
2021,140,3283,3413,70,51,19,5,12,True,-7,0.0424242424242423,9.25311815000027,W
2021,140,3321,3416,62,51,11,7,10,True,-3,-0.1478260869565217,3.1911357636244086,W
2021,140,3332,3377,67,47,20,6,11,True,-5,-0.1635610766045548,4.730775952573221,W
2021,140,3133,3400,62,81,-19,11,6,True,5,-0.074074074074074,-6.601271319657897,W
2021,140,3401,3407,84,80,4,2,15,True,-13,0.12,20.98046093039894,W
2021,140,3417,3461,69,48,21,3,14,True,-11,0.1532091097308487,17.617582153326445,W
2021,140,3116,3460,62,66,-4,4,13,True,-9,-0.0162962962962962,12.99906612490569,W
2021,141,3124,3439,90,48,42,2,7,True,-5,0.3172302737520128,17.344123978185117,W
2021,141,3163,3393,83,47,36,1,8,True,-7,0.3409523809523809,21.18199626761749,W
2021,141,3210,3452,73,56,17,5,4,True,1,-0.1256038647342995,-4.659281981456526,W
2021,141,3234,3246,86,72,14,5,4,True,1,-0.0133333333333334,-2.028991632652019,W
2021,141,3276,3397,70,55,15,6,3,True,3,0.0411899313501143,-3.0389090353554726,W
2021,141,3301,3378,79,67,12,1,8,True,-7,0.0519480519480519,9.232096341512875,W
2021,141,3333,3376,42,59,-17,8,1,True,7,-0.257918552036199,-16.06175091989671,W
2021,141,3329,3390,62,73,-11,8,1,True,7,-0.2336182336182336,-16.038313099373834,W
2021,142,3112,3140,52,46,6,3,11,True,-8,-0.020703933747412,10.75313259606538,W
2021,142,3125,3231,48,70,-22,12,4,True,8,0.017391304347826,-8.784574793016224,W
2021,142,3257,3321,62,53,9,2,7,True,-5,0.2324414715719063,13.231683298264192,W
2021,142,3104,3268,64,100,-36,7,2,True,5,-0.2830769230769231,-13.713647778989367,W
2021,142,3283,3460,64,39,25,5,13,True,-8,0.1890909090909091,13.582113553984929,W
2021,142,3208,3332,50,57,-7,3,6,True,-3,0.1501831501831502,8.418653056331454,W
2021,142,3400,3417,71,62,9,6,3,True,3,-0.0952380952380952,-5.717100725239149,W
2021,142,3235,3401,82,84,-2,7,2,True,5,-0.3046153846153846,-14.55377679369362,W
2021,145,3112,3401,74,59,15,3,2,True,1,-0.1580952380952381,-4.999210246277,W
2021,145,3124,3276,78,75,3,2,6,True,-4,0.189083820662768,10.696331442845937,W
2021,145,3163,3234,92,72,20,1,5,True,-4,0.2933333333333333,15.566495413099569,W
2021,145,3231,3301,73,70,3,4,1,True,3,-0.1264822134387351,-7.612997693212878,W
2021,146,3257,3332,60,42,18,2,6,True,-4,0.2655677655677655,15.163652873148571,W
2021,146,3210,3376,65,76,-11,5,1,True,4,-0.1939799331103678,-9.351359942309616,W
2021,146,3283,3390,62,89,-27,5,1,True,4,-0.0168350168350168,-5.206019239497815,W
2021,146,3268,3400,61,64,-3,2,6,True,-4,0.2564102564102565,14.997856963777982,W
2021,147,3112,3231,66,53,13,3,4,True,-1,-0.020703933747412,4.795284269848517,W
2021,147,3124,3163,67,69,-2,2,1,True,1,-0.034074074074074,-2.0392409683063213,W
2021,148,3376,3400,62,34,28,1,6,True,-5,0.1794871794871795,10.29532507262885,W
2021,148,3257,3390,63,78,-15,2,1,True,1,-0.0413105413105413,-1.9852901325147776,W
2021,151,3112,3163,69,59,10,3,1,True,2,-0.1980952380952381,-8.297151671529083,W
2021,151,3376,3390,65,66,-1,1,1,True,0,-0.0797720797720797,2.118434303464048,W
2021,153,3112,3390,53,54,-1,3,1,True,2,-0.164021164021164,-7.899786590089052,W
2022,134,1231,1461,66,58,8,12,12,True,0,-0.1439393939393939,-1.5995512179114526,M
2022,134,1394,1411,67,76,-9,16,16,True,0,0.0333333333333333,-0.6448614549965188,M
2022,135,1323,1353,89,87,2,11,11,True,0,0.096774193548387,-0.5723260733867584,M
2022,135,1136,1460,82,93,-11,16,16,True,0,0.0939393939393938,-0.6388147431828647,M
2022,136,1116,1436,75,71,4,4,13,True,-9,-0.0861742424242424,4.271145476138544,M
2022,136,1124,1313,85,49,36,1,16,True,-15,0.0347222222222222,11.681894368499805,M
2022,136,1166,1361,72,69,3,9,8,True,1,-0.0752688172043011,-1.7005315028608288,M
2022,136,1209,1211,72,93,-21,16,1,True,15,-0.296551724137931,-20.607568878636016,M
2022,136,1242,1411,83,56,27,1,16,True,-15,0.2235294117647058,24.661116722822797,M
2022,136,1129,1272,53,64,-11,8,9,True,-1,0.1104594330400782,2.398517552808682,M
2022,136,1161,1276,63,75,-12,6,11,True,-5,0.2791991101223582,10.055409254255864,M
2022,136,1293,1362,92,87,5,7,10,True,-3,0.2122844827586206,7.787674883981872,M
2022,136,1163,1308,63,70,-7,5,12,True,-7,-0.0743534482758621,4.420839712874155,M
2022,136,1266,1314,63,95,-32,9,8,True,1,-0.1143695014662756,-2.1174364287436256,M
2022,136,1344,1355,66,57,9,4,13,True,-9,-0.0416666666666666,4.965885644816915,M
2022,136,1234,1350,63,67,-4,5,12,True,-7,0.0857142857142857,5.299615708379953,M
2022,136,1231,1388,53,82,-29,12,5,True,7,-0.1681329423264906,-5.204387326842538,M
2022,136,1246,1389,79,85,-6,2,15,True,-13,0.167189132706374,13.70570444447512,M
2022,136,1255,1397,56,88,-32,14,3,True,11,-0.0021645021645021,-10.333578614967282,M
2022,136,1103,1417,53,57,-4,13,4,True,9,-0.0715725806451612,-10.10195440126306,M
2022,137,1112,1460,87,70,17,1,16,True,-15,0.3057040998217468,23.86605905973272,M
2022,137,1120,1240,80,61,19,2,15,True,-13,0.1885775862068965,17.248339682386238,M
2022,137,1168,1181,61,78,-17,15,2,True,13,-0.1683569979716024,-14.66195005855407,M
2022,137,1222,1412,82,68,14,5,12,True,-7,0.0716911764705882,5.538725617964945,M
2022,137,1151,1228,53,54,-1,13,4,True,9,0.0715725806451612,-9.246978820455528,M
2022,137,1235,1261,59,54,5,11,6,True,5,-0.0416666666666666,-3.2001361809045044,M
2022,137,1274,1425,68,66,2,10,7,True,3,-0.0909090909090908,-3.589000790029138,M
2022,137,1172,1277,73,74,-1,10,7,True,3,0.1654411764705882,-3.2067105855024978,M
2022,137,1104,1323,64,78,-14,6,11,True,-5,-0.0836693548387096,3.300256772773301,M
2022,137,1260,1326,41,54,-13,10,7,True,3,0.1408602150537634,-3.341504475765794,M
2022,137,1345,1463,78,56,22,3,14,True,-11,0.1734279918864096,10.09648173315042,M
2022,137,1371,1395,42,69,-27,8,9,True,-1,0.0416666666666666,0.672430556081952,M
2022,137,1400,1439,81,73,8,6,11,True,-5,-0.0008928571428571,4.047170481987821,M
2022,137,1286,1403,62,97,-35,14,3,True,11,0.0459558823529411,-10.078323241314257,M
2022,137,1174,1437,60,80,-20,15,2,True,13,-0.1515151515151515,-14.064343178474063,M
2022,137,1159,1458,60,67,-7,14,3,True,11,-0.1075268817204301,-10.378975856179286,M
2022,138,1116,1308,53,48,5,4,12,True,-8,-0.0355276907001045,5.303746156677511,M
2022,138,1211,1272,82,78,4,1,9,True,-8,0.2191323692992214,10.072775151167171,M
2022,138,1166,1242,72,79,-7,9,1,True,8,-0.1568627450980392,-5.927047986732588,M
2022,138,1276,1397,76,68,8,11,3,True,8,-0.2394916911045943,-8.795310147104137,M
2022,138,1124,1314,86,93,-7,1,8,True,-7,0.0852272727272727,5.331004714821858,M
2022,138,1344,1350,79,51,28,4,12,True,-8,0.1761904761904762,6.261218922964656,M
2022,138,1293,1389,60,70,-10,7,15,True,-8,0.3103448275862068,11.980063578068314,M
2022,138,1388,1417,56,72,-16,5,4,True,1,-0.0070564516129032,-1.6294591680703574,M
2022,139,1112,1395,85,80,5,1,9,True,-8,0.2867647058823529,11.530726847560354,M
2022,139,1181,1277,85,76,9,2,7,True,-5,0.176470588235294,5.452952984008271,M
2022,139,1222,1228,68,53,15,5,4,True,1,0.1432637571157494,-1.810948659145414,M
2022,139,1235,1458,54,49,5,11,3,True,8,-0.1491935483870967,-5.906641699087608,M
2022,139,1120,1274,61,79,-18,2,10,True,-8,0.1467803030303029,6.297394936310543,M
2022,139,1345,1400,81,71,10,3,6,True,-3,0.1378676470588234,4.0829371261825775,M
2022,139,1323,1403,53,59,-6,11,3,True,8,-0.0578747628083492,-5.470892314937655,M
2022,139,1326,1437,61,71,-10,7,2,True,5,-0.1545454545454545,-4.231839566583623,M
2022,143,1116,1211,74,68,6,4,1,True,3,-0.1389759665621734,-3.9751060057746144,M
2022,143,1181,1403,78,73,5,2,3,True,-1,0.0882352941176469,0.8065077115883906,M
2022,143,1112,1222,60,72,-12,1,5,True,-4,0.0588235294117647,3.8194969470318023,M
2022,143,1276,1437,55,63,-8,11,2,True,9,-0.2394916911045943,-11.732229500331693,M
2022,144,1242,1344,66,61,5,1,4,True,-3,-0.0098039215686275,2.0179402577478904,M
2022,144,1235,1274,56,70,-14,11,10,True,1,-0.071969696969697,-1.7792946927566873,M
2022,144,1314,1417,73,66,7,8,4,True,4,-0.0539772727272727,-2.942883878911993,M
2022,144,1345,1389,64,67,-3,3,15,True,-12,0.1734279918864096,10.90985020600522,M
2022,145,1116,1181,69,78,-9,4,2,True,2,-0.0659536541889482,-2.7288707984601075,M
2022,145,1222,1437,44,50,-6,5,2,True,3,0.0650623885918003,-2.9907259684285465,M
2022,146,1242,1274,76,50,26,1,10,True,-9,0.1265597147950088,6.291180822298639,M
2022,146,1314,1389,69,49,20,8,15,True,-7,0.1065830721003134,5.654721894505839,M
2022,152,1242,1437,81,65,16,1,2,True,-1,0.035650623885918,0.6801017466847705,M
2022,152,1181,1314,77,81,-4,2,8,True,-6,0.0962566844919785,4.461503084504474,M
2022,154,1242,1314,72,69,3,1,8,True,-7,0.0962566844919785,5.025460227133424,M
2022,135,3173,3177,88,57,31,11,11,True,0,0.1458333333333333,5.074541395764247,W
2022,135,3224,3230,55,51,4,16,16,True,0,0.2711640211640212,10.52809247149959,W
2022,136,3255,3291,74,70,4,16,16,True,0,0.1177884615384615,5.1932491489602,W
2022,136,3199,3283,50,61,-11,11,11,True,0,-0.2,-0.5478466146296948,W
2022,137,3124,3218,89,49,40,2,15,True,-13,0.128526645768025,21.88218612379521,W
2022,137,3160,3166,74,84,-10,7,10,True,-3,0.0436781609195401,6.885162363564555,W
2022,137,3195,3439,84,81,3,12,5,True,7,0.2098214285714286,-3.837780816934,W
2022,137,3173,3208,54,70,-16,11,6,True,5,0.1436781609195402,-4.504504763710731,W
2022,137,3211,3304,68,55,13,9,8,True,1,0.0625,-0.9668220185971724,W
2022,137,3229,3234,58,98,-40,15,2,True,13,-0.1860215053763441,-22.65960772198876,W
2022,137,3235,3426,78,71,7,3,14,True,-11,0.0717592592592593,17.120112514719732,W
2022,137,3210,3242,58,77,-19,9,8,True,1,-0.0122358175750835,-2.127338301222484,W
2022,137,3107,3257,51,83,-32,16,1,True,15,-0.1523915461624025,-24.16479140458958,W
2022,137,3174,3268,71,102,-31,13,4,True,9,0.0425287356321839,-12.05281726465437,W
2022,137,3274,3378,78,66,12,8,9,True,-1,-0.125,2.382386668172626,W
2022,137,3224,3376,21,79,-58,16,1,True,15,-0.2569124423963133,-30.292861553169004,W
2022,137,3279,3377,61,75,-14,7,10,True,-3,-0.0967741935483871,4.823028915391967,W
2022,137,3286,3390,37,78,-41,16,1,True,15,-0.2782258064516129,-29.89296377693306,W
2022,137,3193,3400,52,70,-18,15,2,True,13,-0.0060483870967742,-16.29120222911484,W
2022,137,3116,3428,69,92,-23,10,7,True,3,-0.064516129032258,-4.362693085668149,W
2022,138,3112,3424,72,67,5,4,13,True,-9,-0.0717592592592593,9.941857835769005,W
2022,138,3125,3332,73,70,3,12,5,True,7,0.125287356321839,-6.209555546664706,W
2022,138,3163,3273,83,38,45,2,15,True,-13,0.0402298850574712,19.91271738574312,W
2022,138,3150,3231,51,85,-34,14,3,True,11,-0.0236559139784945,-16.40476424308685,W
2022,138,3243,3450,50,40,10,9,8,True,1,-0.0422691879866518,-2.0671582853997097,W
2022,138,3238,3261,77,83,-6,14,3,True,11,-0.0402298850574712,-16.240847365965685,W
2022,138,3110,3276,39,74,-35,14,3,True,11,-0.0437788018433179,-16.488897940392064,W
2022,138,3255,3301,68,96,-28,16,1,True,15,-0.25,-30.11887061077806,W
2022,138,3314,3372,79,66,13,5,12,True,-7,-0.0735632183908046,7.616110475392365,W
2022,138,3269,3323,78,89,-11,12,5,True,7,0.0791666666666667,-6.758585105937933,W
2022,138,3283,3326,56,63,-7,11,6,True,5,-0.0264367816091953,-6.24075311426675,W
2022,138,3237,3328,72,78,-6,13,4,True,9,0.1071428571428571,-11.08496043304275,W
2022,138,3246,3343,62,69,-7,6,11,True,-5,-0.2185185185185185,4.144422986987713,W
2022,138,3138,3397,67,80,-13,13,4,True,9,0.0156402737047898,-12.831935973946791,W
2022,138,3196,3416,52,69,-17,10,7,True,3,-0.2154377880184332,-10.239204683744692,W
2022,138,3140,3437,57,61,-4,6,11,True,-5,0.1546162402669633,9.141846837597331,W
2022,139,3166,3234,64,62,2,10,2,True,8,-0.0770114942528735,-11.42422867222909,W
2022,139,3208,3235,44,67,-23,6,3,True,3,-0.1228448275862068,-6.29022061603262,W
2022,139,3211,3257,59,68,-9,9,1,True,8,-0.0495689655172413,-10.675719674002778,W
2022,139,3195,3268,65,89,-24,12,4,True,8,0.2044334975369458,-6.25285854868609,W
2022,139,3274,3376,33,49,-16,8,1,True,7,-0.3104838709677419,-17.146669141383914,W
2022,139,3124,3377,47,61,-14,2,10,True,-8,-0.0205278592375366,10.29329219067752,W
2022,139,3242,3390,65,91,-26,8,1,True,7,-0.2135706340378197,-14.214756373863754,W
2022,139,3400,3428,78,56,22,2,7,True,-5,0.1673387096774193,9.912867517994336,W
2022,140,3163,3416,52,47,5,2,7,True,-5,-0.0595238095238095,5.189409775228253,W
2022,140,3231,3343,56,55,1,3,11,True,-8,-0.1185185185185185,7.966986630842308,W
2022,140,3276,3437,64,49,15,3,11,True,-8,0.0437788018433179,10.411538951521802,W
2022,140,3243,3301,57,89,-32,9,1,True,8,-0.2933467741935484,-19.271151022927448,W
2022,140,3112,3314,45,63,-18,4,5,True,-1,-0.0523627075351214,4.58350969263372,W
2022,140,3323,3328,108,64,44,5,4,True,1,-0.0166666666666667,-2.18609542127357,W
2022,140,3261,3326,64,79,-15,3,6,True,-3,0.0402298850574712,6.84528049894131,W
2022,140,3125,3397,67,70,-3,12,4,True,8,0.0166852057842046,-8.999668992488537,W
2022,144,3166,3235,76,68,8,10,3,True,7,-0.1228448275862068,-10.57381820665949,W
2022,144,3314,3376,61,69,-8,5,1,True,4,-0.1423804226918797,-8.622928277417156,W
2022,144,3268,3390,66,72,-6,4,1,True,3,-0.1790878754171301,-6.652840115248752,W
2022,144,3326,3400,63,66,-3,6,2,True,4,-0.0193965517241379,-5.976534714053666,W
2022,145,3163,3231,75,58,17,2,3,True,-1,0.1,6.831204468425576,W
2022,145,3257,3397,76,64,12,1,4,True,-3,0.1201334816462735,8.509909578761762,W
2022,145,3276,3377,52,49,3,3,10,True,-7,-0.0529953917050691,9.018379023585725,W
2022,145,3301,3323,66,63,3,1,5,True,-4,0.1729166666666667,9.497629328832147,W
2022,146,3166,3376,50,80,-30,10,1,True,9,-0.2458286985539487,-20.871193950194225,W
2022,146,3390,3400,59,50,9,1,2,True,-1,0.0907258064516128,6.317780909105094,W
2022,147,3163,3301,91,87,4,2,1,True,1,-0.0729166666666666,-2.3998671585165807,W
2022,147,3257,3276,62,50,12,1,3,True,-2,0.0763546798029556,6.743254576746592,W
2022,151,3163,3390,63,58,5,2,1,True,1,-0.0698924731182795,-2.3998671585165807,W
2022,151,3257,3376,59,72,-13,1,1,True,0,-0.0734149054505005,1.9375006230743828,W
2022,153,3163,3376,49,64,-15,2,1,True,1,-0.1021505376344085,-3.1354231108085986,W
2023,134,1280,1338,59,60,-1,11,11,True,0,-0.0303030303030302,-0.9486500680190592,M
2023,134,1369,1394,71,75,-4,16,16,True,0,-0.1400208986415883,-1.9156559786317209,M
2023,135,1113,1305,98,73,25,11,11,True,0,-0.0303605313092978,-0.9486500680190592,M
2023,135,1192,1411,84,61,23,16,16,True,0,0.15625,-0.5877120990692705,M
2023,136,1104,1394,96,75,21,1,16,True,-15,0.1977687626774847,24.1185305544048,M
2023,136,1116,1228,73,63,10,8,9,True,-1,-0.0189393939393939,0.3572358604778929,M
2023,136,1120,1234,83,75,8,9,8,True,1,0.03125,-1.5299145740323352,M
2023,136,1181,1331,74,51,23,5,12,True,-7,-0.1019607843137255,3.326494259451535,M
2023,136,1202,1438,68,67,1,13,4,True,9,-0.0070564516129032,-9.671797142756454,M
2023,136,1222,1297,63,52,11,1,16,True,-15,0.2867647058823529,22.794786853762275,M
2023,136,1224,1242,68,96,-28,16,1,True,15,-0.1812144212523718,-16.20846319803722,M
2023,136,1268,1452,67,65,2,8,9,True,-1,0.0606060606060605,0.6246711053508265,M
2023,136,1281,1429,76,65,11,7,10,True,-3,-0.0303030303030302,1.9072098669166573,M
2023,136,1129,1321,67,75,-8,10,7,True,3,0.0625,-2.75572660841791,M
2023,136,1336,1401,76,59,17,10,7,True,3,-0.1067226890756303,-3.7129245418970185,M
2023,136,1112,1343,55,59,-4,2,15,True,-13,0.1198257080610021,11.103142964823617,M
2023,136,1158,1361,57,63,-6,12,5,True,7,0.096590909090909,-4.003185103760156,M
2023,136,1397,1418,58,55,3,4,13,True,-9,-0.0696969696969697,4.866461879934822,M
2023,136,1159,1400,61,81,-20,15,2,True,13,-0.0071301247771835,-12.34218747468911,M
2023,136,1417,1421,86,53,33,2,15,True,-13,0.0716911764705882,9.63608411764814,M
2023,137,1124,1364,74,56,18,3,14,True,-11,-0.09375,6.057637721748243,M
2023,137,1163,1233,87,63,24,4,13,True,-9,-0.0365418894830659,5.08746092804336,M
2023,137,1166,1301,72,63,9,6,11,True,-5,-0.0606060606060606,3.499412596265083,M
2023,137,1192,1345,63,58,5,16,1,True,15,-0.3216911764705882,-22.564418367517103,M
2023,137,1194,1272,66,65,1,9,8,True,1,0.1415441176470588,-1.6309055781128785,M
2023,137,1211,1213,82,70,12,3,14,True,-11,0.1875,11.540814477484622,M
2023,137,1231,1245,71,60,11,4,13,True,-9,-0.1458333333333333,3.497737364314406,M
2023,137,1243,1286,77,65,12,3,14,True,-11,0.0,7.473049790243084,M
2023,137,1246,1344,61,53,8,6,11,True,-5,0.0,3.794897400664537,M
2023,137,1266,1436,78,61,17,2,15,True,-13,0.1360294117647058,10.870944045223618,M
2023,137,1179,1274,56,63,-7,12,5,True,7,0.0066287878787878,-3.9493897604771,M
2023,137,1277,1425,72,62,10,7,10,True,-3,-0.0745967741935483,1.7757800696321082,M
2023,137,1235,1338,41,59,-18,6,11,True,-5,-0.0729166666666666,3.432961108097935,M
2023,137,1388,1433,63,51,12,5,12,True,-7,-0.0128676470588234,4.786384951375906,M
2023,137,1113,1395,70,72,-2,11,6,True,5,0.0106951871657754,-3.068126584199246,M
2023,137,1244,1462,67,72,-5,14,3,True,11,0.0066413662239088,-10.548404072984386,M
2023,138,1104,1268,73,51,22,1,8,True,-7,0.2165775401069518,9.929047164414586,M
2023,138,1116,1242,72,71,1,8,1,True,7,-0.1880570409982174,-5.334784782119888,M
2023,138,1120,1222,64,81,-17,9,1,True,8,-0.2867647058823529,-9.601827379447007,M
